timestamp_(min),feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24
9394,44414523,3741585,58328,106309,313919,147925,26683545,2159,2528,228,2161,3831612,19524,99631,5424229,16880,5718173,1032,4177162,0,4110,1,12536,10957,5844
9395,66074872,356762,4182,28268,60061,113775,19916684,534,4138,8933,47059,1659294,278649,87220,3355187,5098,12342073,2170,2525925,0,856,0,3718,1653,781
9396,48353437,3022341,40058,60169,200651,50696,5797385,1439,3146,600,11138,3422674,60006,103066,3965945,17459,6825554,2906,2349444,0,7613,0,12009,12474,4686
9397,46036993,11508354,42490,45879,157336,105294,5026997,1675,7657,15953,41127,5310202,124884,33395,1391825,5443,19043602,2469,1849545,0,3096,0,740,1881,970
9398,39296040,10141167,23514,11461,98428,335117,4111688,2453,21087,4737,13830,3122367,32694,1622,348481,748,28013461,1362,3029544,0,1505,0,617,4833,1434
9399,35185206,7343854,40513,127922,282184,32480,5207695,1360,1707,5654,20763,2372448,70466,108032,5388780,21282,6669007,1915,2749312,0,1672,1,4868,13074,4350
9400,31850942,7873994,12944,8801,65652,228960,5737977,5691,17942,12866,45073,3954947,143725,90174,10386378,19512,10788943,2063,2384466,0,3895,1,5602,11373,3755
9401,43437697,3496764,33990,78103,196819,272345,20071640,4116,22721,7219,20944,4900224,65601,76600,7819980,9002,8252195,2789,2280750,0,10070,1,23177,12174,6394
9402,64610327,412231,7178,40544,167160,61191,21890838,86,1375,1053,14260,4633631,78885,60952,3560934,11980,4280074,834,3109075,0,558,0,14076,11294,2574
9403,45825894,3737211,23291,25819,101899,129909,8925904,685,7187,21274,34809,4582426,456530,86415,4330628,18182,4950201,1454,4384350,1,1772,0,5147,1817,671
9404,35703882,9108596,20238,11863,111829,94679,6207501,1751,5932,18054,48007,3765091,380564,87643,4633362,16256,6578586,2069,3183654,0,6531,0,6016,9871,4170
9405,23471987,5661069,13041,5529,57879,208002,4226828,1101,5811,19573,54620,5078988,141605,15252,790763,2542,19934734,3405,7489738,1,3990,0,15364,32679,9663
9406,29347750,8084448,30887,12549,138083,51183,5611894,1351,3332,5342,13652,3122030,23793,6671,345644,3317,19510515,1585,7447094,0,1290,1,2700,51438,21973
9407,28308690,6572809,33358,84591,156985,58709,4771917,1548,4395,8489,37043,3477152,192319,69720,3188570,16673,9805323,330,5842329,0,279,3,12209,45412,18435
9408,45021762,7954047,43811,213531,440362,311008,4901804,4965,17651,1089,15254,5008754,71032,103668,4975516,22933,5366670,1682,5755214,0,2316,4,7951,39100,21372
9409,56411562,1391252,26566,62243,120966,144714,21964248,2080,3984,960,8135,4626128,46081,87261,5163479,17086,5563655,1863,2921719,0,349,2,12192,18965,10405
9410,73477162,451259,8770,29027,80614,170338,23103158,954,22159,10766,52785,5147315,162985,63873,2737245,21064,3231736,242,2431686,0,81,0,25835,11606,2911
9411,37011497,8892190,21615,9976,118260,132832,6433340,1794,8051,190,824,3123075,13562,69202,3688530,11773,9061795,2024,4792960,0,4240,0,5341,1883,585
9412,37618457,10159940,15298,8711,74941,38392,5150548,466,1788,15477,39781,4712236,154354,5117,382218,2077,25354970,1900,4678320,0,3165,8,16829,41547,21048
9413,36151690,7254802,53059,131060,426728,296947,4990026,782,7183,8680,32410,2808095,53164,44507,1897916,12337,18224429,477,7499170,0,471,5,6648,38494,17966
9414,31765184,8183284,18858,7058,95784,183491,5108698,1312,3581,10104,34761,3525481,148926,82207,4680518,14992,5028685,1816,6542138,0,12368,1,1797,6406,5297
9415,34706040,9157969,20837,24366,116226,91813,4823861,1448,6079,12063,40792,5617115,186641,93580,4820481,18728,5102155,2669,5124586,0,5468,1,1539,8098,2377
9416,39329719,9836041,13527,9383,52599,218683,12024613,4501,10462,1133,13258,4544353,62865,90645,4792984,20961,5275994,2349,4975032,0,5749,10,13208,15581,6816
9417,44998092,1752435,64735,73726,177087,184173,21098702,801,23701,6379,30831,2302463,113313,78660,4388042,16345,4694620,349,2971322,0,185,0,13584,6048,1410
9418,52003640,380147,8683,35211,166864,124194,19611099,341,4331,533,14418,3479167,70994,67868,2864664,17115,3359681,1355,4748925,0,495,0,8299,3155,1472
9419,45325548,776856,30826,28858,146378,63424,5363111,1712,4150,6465,23501,3044708,73944,81325,3670755,10856,9926188,3111,4890604,0,5827,0,5690,9519,4124
9420,37935564,10116973,10553,6546,73368,268780,4502053,2424,8857,4383,15172,3025309,32075,22840,745054,1014,23125245,410,4743288,0,697,0,1251,5610,1225
9421,34594131,8977422,15209,17190,85078,292778,4524388,3556,12164,6802,26686,2681300,95776,23764,869626,8326,19785843,542,2471869,0,1447,0,3755,11566,2791
9422,33307226,7635827,27156,5655,91888,74549,6137638,1959,4420,7368,33112,3676151,94538,95477,4647658,22387,5210802,3415,1397615,0,10483,0,14868,11458,3640
9423,33408664,4976306,35675,84319,219766,183472,16574718,2521,12068,760,18643,3919844,91290,87043,4968920,15917,5256056,3975,1621016,0,5798,1,955,3538,1177
9424,68720691,348059,3493,26618,58593,118904,18086034,1432,4070,266,7001,3742135,35733,90997,4171287,23665,4587803,611,3105701,0,37,0,14135,13726,2547
9425,57957894,2485578,29768,30791,89703,298930,11941176,7129,20094,37494,54550,3375169,66051,125053,6230347,24804,7138591,1278,4579721,0,4808,0,4445,1680,555
9426,39923803,7310422,69744,9719,67088,727127,5135130,12021,34983,23616,60581,3299341,167342,102825,4824173,25751,5342742,1809,3256270,0,3498,0,5334,2939,1119
9427,24918024,4684691,62834,111536,201734,661851,4431697,9584,26011,9410,20488,3169288,46727,55466,2836632,13210,12664573,1511,3429302,0,5462,0,22978,16936,12328
9428,29900576,5460331,59488,47509,173410,507477,3931874,7050,24032,11915,35552,2911722,147600,1948,325641,875,25850558,4470,6281359,0,2268,1,680,5872,1352
9429,40738063,6983487,79168,64038,202356,363815,8740753,7204,15029,4698,91354,4991302,568887,83473,2920259,24281,11543699,3991,6846681,0,2464,2,1621,11250,2792
9430,36508983,6660535,65059,5318,55286,181297,6507721,2276,5250,3472,87137,4819952,521417,109796,8024661,31508,8904306,1252,7123754,0,2654,1,261,3546,959
9431,50927543,1807232,19345,41019,130559,94754,6139957,1697,6342,9231,137345,3971409,666996,112799,6325850,30050,6929513,2774,4633851,0,8009,0,222,1437,783
9432,64659987,334045,2830,24580,54322,116495,19936853,3128,9236,23980,86143,7735588,455593,98087,4855051,21941,5563129,1882,2764519,0,412,2,27054,17159,1953
9433,46548023,6297061,77881,29828,162591,154775,22876373,1158,17395,26661,94394,3294299,578262,93815,5233732,17098,5638556,1499,5912551,0,1960,0,2299,1819,498
9434,39434878,7588648,95885,28961,127283,290570,10174348,2321,10133,19221,51472,3662931,113249,86859,4647707,17801,5015030,2013,8775610,0,2694,0,4357,2050,538
9435,35161299,6484180,78062,7814,78358,230889,9901522,1644,3275,4398,16473,2949254,44831,21539,944994,8728,16550511,1185,9604339,0,3385,2,37601,27839,8604
9436,43045556,4770519,84459,88735,155320,396096,13215143,9893,14576,9555,47639,2699190,261130,2739,362180,2001,26544743,314,9021303,0,1178,0,12835,10139,1795
9437,47151727,6818285,101400,61299,172984,312834,9283427,7351,9869,11651,106468,2120837,714754,103747,4575907,24820,6528664,2586,7941898,0,2483,1,1252,10123,1988
9438,39229675,7447657,80007,5595,13611,54659,6287495,1690,2393,3417,29766,4892681,177444,94936,5428130,18806,5858004,859,7323705,0,1126,1,456,3845,1000
9439,39900121,4356402,71737,124653,303621,407328,17646118,7619,15725,1133,9465,4570447,50114,108311,4851671,14242,13136975,4431,4950143,0,5723,1,11493,8834,2913
9440,62923619,325114,3468,25410,54286,64773,25643980,31,1469,3385,17601,4345586,90410,98939,5177835,19007,6971637,283,2878088,0,154,0,4359,2061,700
9441,55265544,849255,28589,31887,138544,194309,9334338,1584,8211,1034,14960,3999612,67871,111329,4615532,25677,5858540,1088,4808644,0,618,10,20161,14899,3174
9442,44454154,7165147,92622,68156,283702,67462,5955069,1779,4716,14157,36776,3956417,114992,21476,1266404,2802,24021128,988,9485922,0,3726,2,3874,13968,3612
9443,39879775,7416709,91610,7972,66850,33899,4919165,1560,2480,9902,28695,4569942,107428,13502,531438,5905,23412717,902,11196116,0,1399,35,393,1354,360
9444,40953890,7294881,85031,6768,37145,86997,5060750,425,5107,5795,9593,2844019,11678,106345,5497618,23523,5859331,432,7121118,0,1357,32,10662,10967,4988
9445,29244434,5523235,109857,43578,215894,305851,5865392,3706,27322,15843,56787,2993124,312160,97968,5637673,18202,6030428,3029,3223516,0,1310,1,20923,9242,6419
9446,41769314,7950406,69697,21509,67556,260593,19192148,5186,12845,11305,59234,4083839,421647,81443,3781150,21567,4470493,2331,3381300,0,1605,0,6051,2835,925
9447,48413497,1773022,66932,64157,235375,47169,23135203,20,335,1056,11062,4452391,59114,73764,3641906,19747,3965975,227,2602945,0,56,0,20275,9936,2034
9448,57745374,340238,5196,24914,57701,155689,10809761,1065,7338,13421,47969,3980159,148129,88398,5031580,18171,5405980,1533,6239440,0,595,0,5124,232,572
9449,47424003,2659699,73966,68990,216455,148497,5589130,3900,9966,13229,40347,4746323,132835,81084,3400334,14155,10039527,2275,7365144,0,2098,0,2391,9657,4572
9450,38318262,6723732,79934,45228,170432,442712,5751951,1876,27147,9595,23249,3973044,68408,1532,273032,566,21899454,1052,6243463,0,2331,39,1711,9581,1979
9451,31608725,4784499,83807,83843,275392,291675,6897422,358,4614,4709,12143,2559528,19186,14384,448575,6240,17860497,940,10242219,0,1429,1,1597,5000,1226
9452,18696707,3677468,86709,49085,324757,249963,5971685,1138,1400,5652,21162,4375726,127595,146499,6659484,31644,9385100,331,8193561,0,1193,4,7946,9082,4818
9453,9259082,2051036,82425,25011,386855,480804,11191564,9811,34001,17222,77050,5373175,263573,127637,7892784,30715,8985966,4247,6269575,0,2138,0,874,9313,2029
9454,27246561,4548358,84402,90487,368976,61007,23691783,62,1460,1065,14320,4596072,76134,88989,5103606,17218,5560803,1871,4070470,0,992,0,8302,4568,1676
9455,65298490,1525102,29420,80396,116952,220215,16511183,1642,7862,521,8404,4665174,42459,92117,4192304,26875,4650198,385,3998816,0,128,1,10831,5353,1032
9456,69852678,470798,8239,29808,94255,360650,6667311,3848,7086,414,1587,4481832,12119,75979,4657594,15370,5020021,1010,10816420,0,1664,0,4607,1823,801
9457,11400890,1774899,91364,52086,474224,378426,9929093,4485,11201,21999,55219,4800773,118917,70803,3495000,11694,10734919,348,11162775,0,1365,1,8908,15239,4916
9458,24449347,3705164,106303,140301,484160,446295,9569567,1838,3738,4539,12823,2766819,24969,12726,568912,3690,22843351,945,9562511,0,1948,0,912,10131,2248
9459,47470715,9449535,117732,52215,204108,551550,5321998,3537,18209,9791,46425,3071310,248090,37702,1274458,11890,19215285,1283,6566839,46,5457,0,491,2987,1004
9460,42032227,7287819,90439,54450,141591,505747,5166641,6871,20536,12166,76662,6453674,394889,103860,5137342,25548,5557744,1309,10452266,0,11374,0,491,1476,562
9461,63991856,1301012,25483,70486,114693,310825,21642521,6229,8421,2558,89432,5758284,586475,85760,4798160,17323,5145315,4575,8549857,0,8763,1,17259,16332,8011
9462,65296672,411030,9465,31361,80689,111884,26247203,119,2051,4855,60688,3847144,270345,77657,4589085,14290,4903610,212,2949053,0,40,0,17182,5631,1248
9463,35713492,6235312,100157,40003,229177,385146,6409661,1520,7169,1749,98424,5538632,587394,85997,3946679,20460,4561614,933,5038352,0,493,0,6185,2421,685
9464,39983862,7649809,88615,7003,69832,348561,4968536,1147,8036,23143,68596,2893532,262634,79923,3714220,13696,10315365,1102,6848142,0,461,4,10901,11988,5342
9465,36062743,6754450,76232,39010,112361,534227,5703677,3732,21393,5638,9587,3236807,15433,3389,323936,1838,23421274,467,4707485,0,1628,0,1112,5292,1432
9466,28814670,5464328,81643,8493,70610,345997,6147481,879,2842,27915,97729,1548359,561724,31830,1029170,10512,17892385,2920,3389759,0,2327,0,8503,13601,5161
9467,31111841,5802714,61332,4102,31470,374236,6793741,2528,10400,43085,100629,2860192,261785,88154,5041874,16621,5323353,2425,3026059,0,2848,0,1018,3269,893
9468,43000776,4710713,62860,97248,224766,478630,8598804,6335,17661,6818,64516,1018350,411764,99393,4797462,26477,5725473,2392,5564868,0,4674,1,34159,19887,3219
9469,60609491,295317,1502,25432,38787,58371,23373716,121,584,25552,47864,2047718,162854,104056,6896949,22893,7979704,338,3440592,0,689,0,28911,9389,1160
9470,58519892,2881782,50904,25868,102671,237872,20963891,1835,25668,17688,55793,943738,216105,90585,4677773,22449,5052752,1187,2864131,0,606,0,4074,2165,733
9471,29610514,5621700,69952,118572,235705,428899,8362631,2634,12877,30256,44252,1615935,78890,80535,4581325,19612,5034999,459,5363954,0,1845,1,8922,5601,1445
9472,23706037,3599323,51286,179727,367160,449119,5198531,13924,32895,20763,36867,2805147,79633,4799,357655,1799,22548814,3484,2460653,0,3654,2,21398,28560,13522
9473,21095479,4143866,59768,4700,75052,576854,5660672,5493,12340,13827,29184,3053009,38048,8325,383972,4602,19347235,642,4928300,0,1804,2,32204,28069,14787
9474,39106183,7332667,83175,7345,47484,353467,4815262,1977,5205,24396,49312,1566549,149222,70271,3761982,17422,6088442,1806,4238957,1,2284,3,17243,21269,13336
9475,37925420,6981973,70214,3464,27004,306310,4468754,1921,5494,27105,46566,2099072,118659,94033,4939656,22029,5304341,240,5140311,0,1407,5,14592,31965,30872
9476,40827027,3295459,42740,38660,108018,236823,17371219,3578,24523,20679,48264,2307105,55617,85553,4258719,20460,4694748,2839,5744620,0,8406,2,14737,35279,32192
9477,57961625,405960,8691,38447,169302,111979,20629628,1204,3516,30753,69773,6503758,280090,71553,4228432,13740,4501665,236,2519883,0,58,2,10044,19897,19896
9478,39240094,356879,14792,17608,72378,451006,11880078,2369,18060,26434,80451,4016693,233227,83375,4279827,21333,4706533,2438,2489411,0,794,0,4795,466,766
9479,38279277,7524851,87627,10172,100244,759254,6748689,1893,30101,24732,65481,3872206,118345,72946,3657899,18988,4382562,1855,5071025,0,2515,2,9180,26820,20714
9480,45455366,7322668,76240,62608,184922,807455,7284479,1779,30787,9120,20535,3960578,61408,1574,309236,464,22314887,227,7223395,0,170,0,3637,46709,45099
9481,47904282,7024343,83146,77282,139960,284697,4207173,4212,11130,6859,36680,2768425,109701,34257,1401976,9761,22512426,788,5745126,0,2027,1,13666,36610,38542
9482,51152312,5300119,115167,79660,156363,546567,12863023,12354,16971,11858,55139,2699053,63184,91645,5409444,18369,5794508,1011,4619736,2,1487,4,27348,36764,18994
9483,44085594,3425125,53981,65912,166080,496696,13563718,11922,22029,22610,93877,2805552,161423,99559,4834751,24271,5248817,390,3034210,0,1330,0,19144,9987,5339
9484,70900489,358728,3632,28239,61213,68545,26708250,249,2497,9673,48545,2620906,50678,92390,4621186,20768,5353489,2333,5168585,0,6505,0,29767,21798,6500
9485,46536715,2929853,51789,38652,230811,433684,11039080,4742,29073,8709,58488,2864449,88996,76008,4029281,10092,9043466,238,2928660,0,37,0,5105,1876,623
9486,43522770,7753550,68508,3395,52460,341339,2599675,2680,14371,27036,78458,2888073,266188,136327,4719089,16391,11194072,4048,2994753,0,1946,1,24590,8320,1985
9487,35674782,6631283,57196,5820,33950,298172,2703340,2392,8477,17807,41038,4569108,96537,40925,1550510,6542,18172193,1068,4421309,0,1879,0,41325,18153,4696
9488,37900136,7192243,94365,22533,76569,608180,8117496,4786,12587,4995,12572,2779286,25302,1412,324108,617,26093153,237,5086677,0,1438,5,25191,5653,3010
9489,37160873,6610357,73996,5585,17601,407933,5418907,1865,7219,8593,46882,3138311,111791,87318,3680423,22532,8421317,2698,4605401,0,714,2,22324,4987,5773
9490,27135079,5081629,76912,54382,215929,470692,5198385,1763,8828,6032,23943,3673861,39405,98586,5343994,20609,5633599,1062,3805991,0,1505,21,37504,16896,6959
9491,62712969,1583339,28945,86675,183492,335721,18897393,8468,15879,33040,79850,2243887,170834,90221,4829967,19128,5571899,2065,3140044,0,1054,8,23064,8150,2219
9492,61015813,289095,1422,23718,36437,62975,24007110,54,1620,24158,68587,2111288,110096,77119,4589200,16835,4856114,634,2986124,0,140,0,8737,1475,696
9493,40478175,4825461,71893,14837,114986,403897,9569170,3709,24613,17406,55458,1924537,97611,84581,4700794,18082,5053767,1536,4124076,0,2166,2,8192,9043,2863
9494,40716025,7669724,91451,9081,87409,375468,4761605,1464,8724,16292,50075,1932078,59898,93140,4268767,21096,7357052,521,4239990,0,1387,4,17129,6494,3558
9495,40741012,7200695,63996,6785,39903,331717,5483604,1060,2932,25074,62984,2032375,100138,12170,735407,2365,23755255,865,2965655,0,375,4,10471,12098,2991
9496,42264693,7192136,84113,77023,297528,365532,4794574,1944,9191,11479,29161,4660200,77417,8586,368246,3995,18692884,1198,3644391,0,1204,6,11047,2968,806
9497,31357891,5482623,66163,2965,53621,252512,4171702,748,3519,5189,12833,2705120,22688,83227,4074436,20033,6782253,438,3519093,0,1269,8,13717,21874,11775
9498,25605970,3950559,57812,45162,143074,445556,5365646,5872,13758,20338,72757,2197201,276666,94042,5587183,20099,5877647,2585,3335271,0,2312,10,8824,3156,860
9499,63211551,859907,15970,40628,88025,153243,21418905,2611,3142,22733,59958,2659606,50762,94042,5235657,20425,5711235,2474,2596336,0,400,12,12355,2763,1712
9500,62722313,284588,2230,22112,40523,77943,22695181,323,2981,21576,61584,2618417,67840,70542,4027266,14440,4289317,43,2544048,0,3,1,22230,10093,2469
9501,17537855,3393722,73207,42333,259531,415178,6445907,1981,12165,27097,93405,2581418,154198,72597,3661862,15806,4193845,1473,4242927,0,478,0,4315,1926,1090
9502,36910730,6981744,90339,9159,89709,557766,5827241,2962,24049,22431,53501,4316046,137828,72976,3292602,14256,9934274,748,4903515,0,1850,4,7316,23834,6037
9503,42846953,7723086,77241,4519,40575,334532,5601118,1047,2530,5126,10077,3609377,40492,3351,350813,1921,25756568,1905,3437095,0,288,32,11269,7585,2034
9504,34554426,6294586,59427,62210,162008,434552,5338984,1697,12122,11833,47775,2481817,129191,46830,2307186,11913,16998958,1798,7194635,0,11450,9,36441,5805,1780
9505,22554843,3211381,55232,144257,223014,391808,7880668,5295,12946,19402,70273,2553667,88186,111869,6101986,30706,7279013,5105,3972525,0,5279,11,33805,19872,5380
9506,66822783,1033056,31848,36866,69179,110090,21967785,1145,2693,24958,82298,2389788,169150,134642,8974623,31130,10193892,1882,4831901,0,4716,9,21147,3940,1198
9507,64096212,783424,16362,78293,213734,206521,23122356,1007,23811,18260,60623,2600083,52894,112679,6354006,29055,7049707,295,3057879,0,151,2,19897,4446,1019
9508,25448521,5656085,41986,192804,280512,377119,5666940,1438,5243,20033,64053,2552941,66572,90284,4838917,21194,5389339,3465,3423836,0,1594,0,5642,2079,722
9509,24936688,6994799,6683,277953,368339,348903,4968660,1341,8781,19094,81448,2512042,217524,99010,3947863,12971,11897977,367,4463458,0,1450,9,20711,11286,4806
9510,25503425,4289015,56243,187044,430336,503213,7809602,1611,6297,13410,42298,2892332,98630,10427,458146,811,24370966,2938,4827872,0,4344,16,34094,20554,4575
9511,22555274,4608309,39915,175076,218949,574566,9652041,1279,8186,4515,12670,2427380,25264,37980,771496,11649,16403279,1063,3712149,0,1671,6,23227,1614,665
9512,13375094,2665278,40914,78783,159781,581206,8521346,1670,6039,11873,55401,2887781,116611,123211,3553253,31319,4355158,428,4313244,0,1528,8,16585,8110,3144
9513,22676620,5000987,94962,45457,70753,271954,13288484,2368,9681,21446,65631,2486309,72353,81050,4657541,17109,4883678,3374,5655017,0,7257,10,15297,10033,1473
9514,38361282,3078900,59832,50753,135159,66739,26743087,45,1516,32837,102320,2407393,228751,98815,3365717,30996,3853563,228,2562395,0,69,4,22078,7561,1378
9515,58985528,418104,8578,37358,171151,300171,10486141,1023,6494,18914,73160,2649331,87898,70585,1416252,29525,1922646,2701,2883416,0,988,1,13220,5339,1690
9516,47877450,2919197,71793,51347,163192,541049,4709274,3325,25965,20967,65832,2634633,55140,73623,3233751,27020,4204182,2466,3700152,5,6305,0,5061,1977,805
9517,27638701,5759377,106988,34902,99900,370078,4901156,1145,8395,13743,29751,2463888,81342,41565,1025717,17418,13781866,4074,3518948,8,3349,11,23123,12605,4942
9518,17745697,3822626,106142,44925,232142,360009,5288143,1611,7029,4229,8010,2292617,9554,2973,360754,1953,26500696,6577,5871759,1,8674,11,17990,12624,2312
9519,25812461,5924478,107693,21095,105610,364171,5028591,1099,7205,20571,78467,2109852,428762,75702,1869463,32961,6983549,2533,5440932,1,4987,4,29197,20958,10915
9520,30651667,5191839,108468,81693,269468,266709,4660921,835,2042,33999,96818,3327149,176369,112300,5307864,34408,6606081,1482,4103428,0,3568,15,17428,26178,8961
9521,49661498,2209072,38143,44770,110574,330926,8942891,3458,29914,23416,62492,2853224,47633,99037,5150420,26908,6205302,3066,5846222,0,8941,6,17295,3939,913
9522,69607654,363403,3944,28329,63784,61418,23074674,80,1476,25901,78110,3764662,231850,87425,4517737,21989,4896549,39,3255055,0,2,1,20715,6901,1781
9523,28968485,4274654,101545,29427,193077,224988,15357047,930,7526,25851,75858,6104588,277582,83354,5082991,15004,5404897,1854,5097848,0,3883,0,4939,1623,634
9524,44419987,11718621,84627,172944,239359,475677,5783425,1479,9334,27810,70286,3507679,99211,80728,4902663,16304,5293221,1071,4808697,0,638,66,17079,12435,4294
9525,38080517,6883381,87662,85191,344444,354461,5355930,1081,3504,5901,12269,4200667,32548,24864,688390,9459,17325624,2529,4650005,0,3794,14,21653,8787,1700
9526,37949012,3775239,74185,212845,315760,397957,9553038,9879,12658,7773,21805,2735462,63977,2997,330348,1898,23912989,1652,5087444,6,2960,5,16545,6848,2610
9527,34178641,4574974,104225,132910,229499,399728,8177644,4995,11744,34501,110698,2170850,289393,106848,6017491,28319,9801089,958,3989750,0,354,3,22441,8299,3749
9528,46803248,2708297,52702,112145,219350,354865,4796814,4546,12667,49783,135021,3969480,479500,128414,7907985,34705,9172430,2524,5785036,0,6570,16,17001,1176,373
9529,67898227,347951,3060,27611,59006,313276,21910462,4770,22539,24951,62730,2781366,50365,123706,6902725,17890,15127701,288,2765137,0,254,9,20648,17877,7833
9530,37335498,2565681,78736,106429,357106,66506,23511766,131,2025,11415,46921,639240,127315,107542,5263111,21276,7857959,1217,2683171,0,1644,8,19575,6006,1260
9531,21216014,4636173,133297,112953,359937,425825,6652807,3666,11768,29751,86264,2289256,157410,93502,5079559,20663,5460213,5183,6345287,9,2784,0,3959,370,416
9532,17627322,3590002,118130,127200,320771,445632,6775548,1445,9196,24891,65086,4843391,171707,43409,1990777,6133,20636061,4697,5145620,0,2758,2,13282,14367,5094
9533,23111948,4922777,114124,107218,288028,493904,9048071,947,2654,5425,11597,3065393,34517,4244,359082,2201,25934692,3743,4625180,1,1160,2,19741,9319,1631
9534,26971984,4497564,81814,131577,232260,523926,9479415,1017,4198,6825,34181,2545759,107117,102800,3764638,30058,6283885,2217,4368524,0,2528,4,19026,8254,2848
9535,22745822,3456046,79259,110647,213550,523317,5653913,5093,18585,28092,93693,2808383,188812,92185,4646729,20577,5199954,2716,3610095,1,5523,2,22203,27569,8190
9536,60828804,1000147,34152,43932,81273,192914,24195356,3104,5285,27064,75741,2634557,113769,46497,2069996,13061,2379707,2273,3125659,0,1050,12,19651,18004,2865
9537,59360080,309276,2737,24639,49637,80066,24425734,308,2621,22123,71348,2720427,99769,82118,4332183,19826,4711130,974,2961992,0,545,4,29057,10980,2717
9538,26702665,4424552,84529,78756,223152,356100,4668348,1162,6928,21190,73892,2476004,136833,77117,3929923,20151,4261011,3418,2489154,0,4834,0,3909,1745,740
9539,29756705,4903868,110356,158228,435998,359025,5562787,1254,5875,22880,48424,4550263,103056,85427,3278380,10520,10488628,1124,4386670,0,769,18,19374,19820,6359
9540,23766181,5026282,85555,89382,164024,385322,5164716,1153,8660,9499,26250,2711863,70112,26683,729294,5403,20720209,1626,3895303,0,2668,22,38276,12730,19770
9541,22303169,4917141,98351,67971,179749,577600,5795591,3222,22745,11845,43489,2722115,99956,2074,272393,1074,20642198,7596,2982410,0,5069,8,26592,14887,3015
9542,29155127,2995652,77491,90177,331629,339554,5535110,990,3072,18698,76536,2780900,121091,74486,3706816,17039,4171636,4032,2509285,0,532,5,30179,8709,2447
9543,18079708,3671961,67969,98266,189727,240111,1962023,3871,15267,20531,64834,2375399,71499,93990,5375233,22655,5790944,10581,540893,0,5276,6,24546,12407,5145
9544,66630049,1246724,24551,68033,114767,225603,19403723,4105,6508,34429,98869,2505673,187344,79109,4761885,16727,5196516,1854,2348727,0,656,5,21161,12704,1819
9545,64679730,421168,10329,27174,86354,56106,21553371,35,1299,17584,70979,2563693,101777,96298,4711513,22616,5215509,215,2532102,0,90,2,2697,844,335
9546,17875830,3459587,76777,67401,208530,386244,8971634,2258,22916,18748,55904,2275317,59018,121244,5174425,28128,5782507,20827,1911674,0,3183,0,6073,4235,2063
9547,22811950,5333395,91226,91274,157922,359089,5601015,1059,5816,25786,73633,3154950,114734,81260,2820659,13583,10969980,23537,1647235,0,2951,22,37304,23259,12172
9548,24464350,5223420,91586,88015,168546,383859,5080513,1263,7281,6619,12619,4039761,33985,3273,337357,1897,24522178,4353,2129663,0,4602,34,23981,4442,1071
9549,25349720,5212704,100452,87510,195451,426615,5659449,2025,7048,6244,25694,2726570,76017,45503,930070,17479,15558696,2609,7096878,0,12558,13,19520,11662,2051
9550,23667828,3787052,77034,140729,338223,336326,5564156,1173,4259,24451,78455,2483650,322573,106388,5157406,23834,5633260,1456,1883890,0,2138,2,20831,5781,2074
9551,61293317,1313734,21317,68517,101646,286764,15185814,7555,13376,21801,70744,2879521,79915,89839,4877289,22174,5266489,1514,2245171,0,4396,1,9290,8942,1889
9552,68114228,370114,6104,25745,70936,53142,19256105,52,1398,22122,61610,2779263,37810,76686,4080570,17508,4598973,2042,4518807,0,5410,3,18243,4962,1372
9553,28102763,3088688,104424,60023,316915,271726,15850717,4665,14005,22840,84979,2437487,139224,74776,2428986,19490,2767774,410,2387094,0,109,0,9311,3771,1377
9554,22886016,5045092,136215,49789,474244,469990,4528363,3353,23161,18883,60589,2567499,79205,78067,3615090,15448,11104768,3650,2531391,0,3472,2,13701,15810,6699
9555,30148977,4567941,129439,135014,724567,434481,5950040,3636,7160,3640,11329,2790521,24834,4053,335345,2064,23877630,3069,3481533,1,3709,15,23555,9177,1856
9556,25449402,5344403,148262,107692,453720,540634,6259857,5296,15315,25312,33518,3661440,35599,56290,1657161,11423,17432689,1691,5544983,0,2196,7,21689,1964,815
9557,32685800,7109831,138377,132335,263251,286030,5391133,3107,6913,51987,95872,5403387,128081,107247,5788781,21687,6130016,2306,4095810,0,2527,6,17163,10427,1862
9558,42692150,5691450,92869,124352,279646,284058,13672602,4677,10514,21695,90517,1917256,189073,61849,2798842,15109,4809342,2119,2871999,1,1192,7,30012,11797,4666
9559,71681979,368975,3493,31220,61243,160880,25122300,1657,18237,35337,86614,4685999,86739,81433,3597786,20422,4024939,2670,5627761,0,6855,6,19944,12544,2209
9560,36184693,1405900,87549,56201,305656,82541,11614983,607,3668,30937,80986,4206952,114660,102303,5685678,26208,6071861,2241,2948319,0,764,0,17893,4973,1186
9561,18084557,3864804,134602,89419,410522,407508,5739965,2395,11557,26472,67745,3586727,49299,138839,9097394,30800,9404587,1738,2771875,0,1292,0,5161,351,357
9562,27009540,5469002,103624,97259,246921,387044,6943298,1463,6105,18829,60330,3064665,77770,75067,4368830,17993,13269880,1235,2461405,0,2663,4,21196,18699,4994
9563,23923024,3827124,80092,157733,335396,360534,6085774,1367,4274,10006,33267,2813690,54532,9160,428144,4718,23791327,1714,652744,0,3782,7,31111,23101,11061
