timestamp_(min),feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24
1770,57071356,1264840,28163,44672,203836,356171,9397927,2540,12284,18917,51614,3507863,136085,100586,5439349,23987,8059286,1125,4846320,0,9232,0,25949,18113,8461
1771,33620802,7024375,77657,67123,158270,425436,5348505,4032,22492,20258,52137,2095047,124379,77708,6994702,10537,7364497,1641,6376499,1,9027,0,24968,8119,2212
1772,34891467,7821589,93650,126601,211878,286028,5178209,1354,8382,23023,57544,3251931,176262,61198,6996902,5219,7586308,2373,3685673,0,1492,1,26801,13363,5007
1773,38123268,7853663,94710,113023,188672,283962,7362973,1157,3824,20733,48259,3159911,119959,79043,5207450,18895,5829661,2801,5347000,0,6939,1,21851,8306,2093
1774,35358873,6179190,79666,152357,335881,378767,5816656,2074,11850,28589,76039,3755240,316513,72138,6641783,11826,7201477,88,2736449,0,13,0,22538,12206,3801
1775,39137430,6166920,84576,96660,197735,272541,6040456,3760,11166,12495,26904,4503499,92343,131903,7527734,15801,9049859,1160,2964622,0,1034,0,17930,6205,1713
1776,61268811,770830,20702,43756,85904,351291,19249433,6023,27591,12787,37043,2980463,79663,43537,1319917,2965,21456941,1839,3633088,0,1530,0,19670,4615,1380
1777,56599053,401062,9282,39686,170482,45685,23346952,42,297,12890,48018,2464466,144130,3184,348898,1369,25927599,1076,3601264,0,1337,0,5118,362,280
1778,29824262,5540430,80853,98850,259011,372328,10148594,3778,17576,25106,55481,3719105,100867,70816,5126311,20300,5915281,3836,3061642,1,5874,0,17298,34949,12018
1779,30363233,6209468,65542,89873,172558,381255,8039015,1816,8833,18517,53152,3623090,134819,78156,5615859,16237,6506615,1569,3476669,0,1356,2,25994,8164,2714
1780,30482536,6860625,72175,68773,123191,426694,7530467,2352,6814,17155,33320,2596749,46222,72722,6769661,12976,7283707,2505,3886539,0,14772,0,17775,12595,2932
1781,30207861,6406430,76766,101015,199900,379258,9107241,6622,9234,28724,72601,4266288,164645,65985,6993592,7563,7521518,3382,3926430,0,6197,1,17143,4212,1230
1782,26935788,4486457,63049,99448,246595,367224,5480752,7797,18185,7422,18147,3578368,54915,75303,6037307,11087,7345468,1056,4714324,0,4403,1,21641,10553,4176
1783,37053973,4196323,63212,122724,227607,354600,9642297,8476,15874,4682,12547,2485760,20130,29708,1169940,2758,20093603,2628,3038718,0,1729,1,28231,7370,2510
1784,62788884,545979,7523,35392,56584,84209,25997538,369,1902,21895,56182,2951405,239009,4108,312820,2569,21471918,1396,2951234,0,2075,0,4489,1914,706
1785,57532465,1853667,34648,48026,137052,296985,17469935,3427,23522,19464,54208,3744485,134906,64614,4786650,12662,10859110,2022,3486277,0,1485,1,19821,21243,6445
1786,33742067,7417196,79490,89076,184068,314184,8074147,1389,4341,30049,67823,3626919,158718,84530,6736082,15330,7237645,1026,2896178,0,2650,0,21102,3969,1091
1787,25380394,5269244,57930,77801,259064,306909,6596794,1325,7922,26950,85329,3847000,208740,72546,6197661,13284,6854594,2628,5004307,0,7467,1,19582,8455,2678
1788,34550153,6513097,71490,139743,257071,295194,7725848,1185,2694,13699,29809,2738165,47842,71848,6387496,12021,6983350,204,3911541,0,2067,0,20014,1374,630
1789,35635068,7423459,126483,105933,241048,346415,4537180,1672,6804,22643,51066,5079077,151507,68593,7476549,9265,7842972,623,3447795,0,816,0,17352,11017,2898
1790,32486953,6611938,67282,96525,172015,391926,8926184,7292,20101,12035,34882,3329171,65052,65635,4203547,5610,8689039,3583,3323459,0,2550,0,20061,8467,3481
1791,42774019,2175609,55622,123039,310742,118120,25124319,1023,2602,9224,36703,2460219,139029,10780,598139,2273,24365207,612,3294366,0,1246,21,19370,3675,848
1792,60121045,346808,5305,28661,64141,252762,18366576,1835,23766,21813,58768,2740989,126661,16492,507399,7811,19286239,2041,3274654,0,1907,0,5448,3041,700
1793,49600674,3471203,51437,49438,142817,313866,7105162,1373,4859,26450,65856,2892984,146835,78377,6190332,16867,6818550,1549,2115539,1,1125,0,11607,18472,5188
1794,29459716,6359664,79672,82490,213330,171202,3704707,831,4587,16969,43310,2925778,70234,127069,8179565,15851,8876091,883,3136453,0,1323,0,24730,4501,1330
1795,26992542,5711634,76830,92463,153002,347984,6818196,1638,8674,16594,47013,2970216,96161,69960,5640524,14113,6055457,3715,3504381,0,6774,1,36086,10589,6226
1796,25068418,5211409,88715,66321,144947,315688,7668170,1191,4194,25455,55749,2511416,79653,64218,5831858,12920,6264686,801,3854390,0,3103,0,20374,11734,2049
1797,17562902,3800678,64086,79236,152497,341100,7254282,1492,7871,13228,27636,3004350,43867,61548,4772934,11489,6743788,230,2863307,0,177,0,19243,3268,1072
1798,47870558,647607,11548,75347,165381,233103,13520194,1559,8539,10849,33780,2769004,52222,1616,330699,608,26582170,1654,3407822,0,1920,0,17084,4990,1194
1799,67051130,338311,2861,25338,52977,40181,19857078,12,325,19251,53994,2724649,144937,34161,1890310,7920,17406643,5130,3875867,1,18330,0,8796,2828,1100
1800,30351083,4160322,75755,51834,261916,249444,14616341,877,9267,20100,54093,2907082,109099,86689,5533537,12608,5858121,2028,3625461,0,1562,0,14071,11222,5109
1801,33368200,5955849,97703,111590,265783,450416,9141397,14894,20327,22010,41654,2625360,57974,96690,5704077,17780,6105090,2212,3932745,0,1874,0,24175,11902,1940
1802,24227669,5340640,70127,96927,184727,406686,7252866,4824,12737,24418,67885,2999294,149168,92873,6504341,12119,6822881,466,3017579,0,1070,1,30728,12553,3863
1803,29713183,6559428,82021,82453,166479,522769,7829977,3483,24122,21819,54417,3065130,99993,88565,5415399,17196,5977550,2085,2639140,0,2173,0,21564,10029,1987
1804,27306156,5813307,70807,93022,170729,285253,6613860,1132,3037,16001,33448,3057282,63994,72174,5851339,16237,6327612,2253,2627201,0,855,0,16621,1732,900
1805,37215049,1710947,25374,58524,119976,185745,17309368,1724,9732,4828,12855,2627822,20962,52896,4198245,11162,9694073,1207,3569812,0,1708,0,22076,11327,3619
1806,58422736,416696,9788,37694,172070,61002,21741517,113,1498,23132,62562,3093359,199062,1180,275760,794,22108089,2371,3172405,0,1395,0,4369,1999,721
1807,46772763,3749755,51083,62435,145420,297703,9119314,1440,12334,26066,86585,3307690,157337,30254,1519828,8181,17621797,619,3187495,0,1568,0,8362,5198,1754
1808,28643040,6062687,80607,91293,216193,552671,6482268,2930,26696,22268,59257,3183572,110283,72677,5463078,14984,6012021,2286,3490999,0,1484,0,23952,8137,2252
1809,41455270,7463310,122759,177040,391628,346181,6891550,1229,4532,20671,47012,3341064,60349,82784,6300507,15171,6846743,425,3768895,1,1541,1,19699,12202,2166
1810,45218797,6121245,107248,120973,191103,354511,6229687,1293,7516,28615,46990,6613754,273330,87187,6163613,10566,8358368,3006,2512826,0,3076,4,31088,11607,10753
1811,44130534,5335781,125683,114315,200360,358701,11561505,9644,11839,13063,51374,2823076,242836,136138,4194914,10719,14005402,982,2602379,0,71,6,29503,7093,8859
1812,22402071,4691061,72094,107219,244097,468929,8538913,9163,21130,19406,46036,4669270,126477,83173,3919065,13816,7831845,585,2745104,0,391,2,34275,32360,9263
1813,30309734,6206107,73859,93994,199373,311993,20859937,5590,24750,5237,13497,3168346,22185,18529,719912,2499,25110654,1263,3388138,0,1441,2,29603,11471,2413
1814,53541652,1510026,44514,88119,221693,89383,25032070,289,2500,31559,78545,3495536,238877,58733,1642389,11964,20426270,1297,3476739,0,8577,1,5646,1573,894
1815,63600114,321497,3353,24771,53265,529455,8278169,4703,14461,23629,56328,3518553,81543,108673,7511381,22342,8186182,5176,3772827,0,10879,2,21073,30132,19059
1816,33594075,4231251,83148,75179,250593,461541,7177128,4317,9759,23294,69498,2648675,185783,81384,5709336,17748,6483036,1444,8327904,0,13919,0,22142,7550,7428
1817,29924506,6251280,78689,89741,188988,296692,3865822,2788,8168,22067,44756,3434541,57651,78652,6280484,15033,6665585,2842,4143019,0,6901,2,30939,24400,6833
1818,29299325,4807218,73402,145180,312445,456448,6704446,2295,12489,20661,49849,3098106,106144,59232,5615147,8573,5929952,1374,4400781,0,5514,1,31774,12188,3755
1819,24889820,5563089,86322,127004,254335,435582,7199886,2066,6428,16337,44713,2132807,72783,85471,7661928,14251,8676210,857,2823092,0,493,0,21731,13051,3261
1820,17834009,3494327,98315,97503,302726,484760,8653365,16703,25551,17283,43482,5337162,160796,66206,4911841,12121,5332970,3168,3724028,0,3048,0,30945,9200,1977
1821,61608195,1767569,71696,75153,123163,172526,23235432,3056,3499,5066,13323,3082966,22358,78470,1795769,4921,19395616,1149,2983810,0,1350,0,11140,1306,659
1822,72491149,406862,6578,29127,73568,90470,24442929,329,4069,5465,37731,1085726,153311,8674,437644,4813,23850017,1342,3358863,0,2536,0,7529,10334,4649
1823,32313837,5913660,90322,115588,315687,406160,6854244,1737,10514,47357,83608,5105855,451953,52298,3750289,11231,10685743,1889,3322913,0,1162,4,37828,17642,6153
1824,29162157,6069039,64452,67708,129804,521674,6716578,3617,24118,28454,89763,2715987,482081,71416,6205711,11262,6621369,1413,1924740,0,1361,2,24375,22301,8227
1825,27183242,6031209,79668,67318,183398,322326,7678804,1688,3552,33921,81507,3876902,257071,75232,6328231,15415,6770339,2355,3182342,0,5194,0,18645,8933,3377
1826,26465908,5767350,68726,90365,190408,381499,3851976,3365,15071,32038,81622,3565910,220048,75398,7054926,9997,7468814,413,4045950,0,2403,0,25265,3927,1074
1827,31253240,6672881,92201,114703,182655,275407,5447970,1175,3906,13851,22453,4568564,84494,71680,5947803,15743,6497770,2048,2861461,0,1665,0,25975,15006,2636
1828,27634220,3615438,90007,172407,372096,424921,6923735,6914,31051,6165,22800,2802229,70671,66533,1852995,5275,14977540,2527,2786876,0,1675,0,14202,5101,1350
1829,65008220,989552,29686,57102,94971,129189,24472691,2874,3275,20871,59911,2973967,110519,3369,275549,1840,19524058,1135,3311615,0,1575,0,5112,511,320
1830,64020214,533375,19950,36579,119386,133412,20818576,1157,6473,19365,48680,3132761,82830,38901,1350747,12291,16088153,1713,3054883,0,1368,0,25198,12590,7833
1831,26378416,5920011,101291,103009,301118,438319,7237130,2654,13573,29279,90265,2945002,224213,119218,8013896,16915,9134915,1519,3503410,0,3849,0,21534,6442,1472
1832,37367827,6773785,81925,168311,405140,334713,7362286,1496,4870,21618,44125,2595783,98550,77595,7386902,10938,7753667,2326,2942365,0,4482,0,20168,11385,2360
1833,31738905,6666154,78992,66811,158748,300270,7156191,1167,2463,11411,44742,992788,169478,77351,7183652,13440,7820915,3199,5164827,0,10667,0,11799,1064,488
1834,26997692,5851591,75223,91886,201039,475332,7084257,2385,10719,27552,61828,4917503,164515,55694,5007639,10294,5445984,2233,3063634,0,1811,1,17728,10883,4860
1835,24398896,5095207,55730,61877,92007,364389,13495628,8989,17282,5451,13362,3013107,22539,59680,1890091,10853,7751011,3351,3273289,43,9988,0,26538,6622,1551
1836,39952319,2176120,59390,117500,244936,62824,24123160,48,1478,18057,65586,2498110,239403,3470,315439,1945,22632999,1340,3092791,1,3195,0,4505,1718,795
1837,64665409,446156,9340,41782,173922,264013,15164705,1383,23606,26036,66762,3144171,160041,28197,2192576,6101,20747394,1045,3163474,0,1479,0,10234,9020,3677
1838,47226487,3457474,51114,47118,158123,318616,6823924,2492,5793,22953,47184,3348215,68927,81295,6414870,14593,6901588,1741,3212772,0,1298,0,28947,5745,2097
1839,34473723,7180880,83472,130167,213694,305778,5102366,10043,16057,20633,54004,3212106,94713,73814,5893058,13863,6300298,815,2506952,1,1772,1,21547,14896,6788
1840,33297685,7322494,74127,89103,131117,363206,6280819,2020,9772,19214,42345,3079342,62035,77714,5365302,15896,6022097,3221,4680465,0,9286,1,24173,14947,2810
1841,13872716,2736935,43851,43052,126771,333903,6230715,1297,7783,22626,54339,3060455,94254,79784,7024120,12705,7475609,243,2702879,0,76,0,22222,8693,3043
1842,37058125,7073731,108903,175553,297831,338276,10368497,2003,2927,7415,16593,2673953,28146,101322,7099446,23158,9403963,1266,2585682,0,1725,0,18785,1726,970
1843,37660169,5787567,82420,107588,175314,344547,9434413,3819,10908,20289,40720,3066892,73295,43849,2878185,13308,21170552,5375,2986646,0,4181,1,14843,10754,2231
1844,73498402,346636,2914,30704,70495,107719,21882908,2306,3968,35090,51294,3968444,102468,15388,513215,6667,23355698,358,3525291,0,1421,6,23716,18984,1359
1845,48077291,3128479,52345,65204,245843,169671,21035032,661,8339,46277,82351,4660058,192537,83817,6830380,12477,7428175,2419,3303359,0,2247,8,36701,28821,743
1846,29860799,6328155,81407,77842,198867,574118,7634599,3594,26092,29109,71681,3780917,189508,76188,6138353,15036,6594255,444,2955518,0,1209,0,26057,22086,5969
1847,31399437,6741358,98707,129425,267419,375668,7367812,1617,7867,20105,54752,3468628,101802,71418,6042460,15268,6438002,2431,2491027,0,2849,0,21105,4762,1141
1848,37110627,8026198,119362,142831,235396,335427,7399661,1372,3998,25185,53434,3611703,75536,132247,6556422,21583,7457524,979,2749895,0,141,0,20837,10182,2109
1849,33041038,7031734,82587,88188,175259,400443,6188531,2306,12704,28638,61793,3216157,104275,59226,5377903,11037,5761348,786,2836276,0,526,0,14443,8651,3395
1850,43926596,3088834,41918,125966,272083,238995,5845302,953,2244,5293,14131,2781899,23338,47216,3365248,9662,12713779,2233,5694016,0,2979,0,12031,4529,1192
1851,64864770,339264,3212,26508,56784,187484,13467978,2241,9609,11456,44356,3126467,118006,3970,341807,2050,24813139,4376,4656699,1,4948,0,4833,286,386
1852,43543249,2952241,53313,63823,184409,170670,23322743,515,19292,24387,80010,2924500,195092,44490,3131249,10407,13177721,4831,4352938,0,11654,0,9894,15404,5289
1853,29629593,6462388,73191,70144,154465,299559,13547218,1391,10476,20249,61409,3669688,100638,82758,6015626,17407,6634456,1416,3202774,0,2047,1,8030,13359,2281
1854,28160356,6026713,80301,89973,211496,357843,7403099,1780,8674,14488,37845,4901587,160388,80852,7848674,9884,8312968,1880,3529480,0,1347,0,16061,8411,2234
1855,33694098,6296791,80821,110610,361183,435612,12917029,11554,13784,29223,69814,6548256,293694,100448,5357329,7647,13386099,2481,3369866,0,2308,2,13213,6059,5399
1856,33285912,6593071,84617,53739,139898,482808,7266536,6931,13868,21015,48109,3973783,125820,123192,7503001,11735,11168322,307,2853222,0,563,0,22728,6673,3723
1857,47741359,3959546,129656,116350,179631,564426,9250442,20011,33606,9038,14005,3987783,53117,99440,6313825,13419,8625072,724,2750878,0,695,0,8163,3268,792
1858,30803359,5702685,80676,63028,261049,199317,23739099,4600,6551,13793,52336,2904802,132072,26635,917372,1213,24202976,2728,3139066,0,1881,0,26615,8794,2023
1859,62407264,1381602,48207,55673,123593,190924,23827367,2316,21169,8306,33924,3454470,64005,20760,542646,8713,21999757,663,3465117,0,1516,0,4372,197,394
1860,69146296,426566,8708,28099,81442,380974,6823898,2862,11058,7798,45841,3643141,121615,96825,6871029,18955,7613514,2229,4368672,0,7779,0,13487,14257,9466
1861,30890287,6537595,83931,41410,127599,343190,7223774,1445,5361,13688,53627,2964481,166421,89246,7999351,14760,8360815,3572,6419121,0,10968,0,12903,10758,2410
1862,34088579,7595762,87708,24736,125459,408680,5126277,2422,10059,7171,32386,3449202,61081,78251,8161933,8557,8398057,909,3113716,1,1404,0,9243,4989,1276
1863,35161599,7428561,75959,21359,81399,216092,5624910,964,2002,5645,33828,2287336,100045,62338,5752621,8299,5941123,2898,5278248,0,9488,0,9350,1087,940
1864,24295844,5045322,71291,26905,139733,295332,5185182,1474,7910,19988,42512,4543210,126773,83447,7485264,13561,7911825,2260,2834089,0,517,0,11216,19111,5427
1865,26762770,6024492,56530,17951,43413,324879,6108838,1175,8157,3706,11032,2302068,23882,48717,1579467,7482,17473235,1948,2764505,0,1164,0,8451,2934,1080
1866,44472835,3338122,62018,82008,196717,387719,14388256,9141,16033,18178,55525,2987672,173679,3250,324440,2069,23427995,1159,3504444,0,1483,0,18556,6139,1331
1867,60899887,729742,13613,90794,188849,154627,22663944,895,19828,9572,37195,3707449,68823,72857,5440834,12315,13243073,986,3138315,0,1786,0,9759,4420,1396
1868,51731310,1549926,43578,41068,168006,165124,16506805,964,5120,7990,42408,3560502,101056,35275,3070275,7535,3138085,2311,3085034,0,1395,0,9774,10911,4268
1869,34710366,7433884,82453,21662,102039,258101,7225836,1620,3619,12172,58095,3693306,133366,75045,4991737,13323,5319806,1395,4088422,0,14526,0,9112,10600,1882
1870,26511105,5902934,73185,45488,205860,339029,5648162,2489,12542,7488,32895,4090639,62855,72456,5503340,12639,5930875,4485,4927129,0,11353,0,11073,8382,2562
1871,34136244,6379066,69570,70462,175943,236467,6476118,1407,3538,5016,29103,2232689,75351,68216,6607368,10431,6797040,253,2956141,0,50,0,7844,10302,1989
1872,30336941,6557403,72744,19780,92563,464954,8797606,6523,13799,16762,42790,4925239,125791,77110,6662186,11172,6996323,2384,2754632,0,4579,0,11382,1213,548
1873,49778131,3697880,62014,83573,203920,145387,21659985,2293,4586,3943,11542,2424933,25576,50260,2452668,7165,13854906,2590,3076678,0,3119,0,16725,8121,2164
1874,69711181,322627,1539,26769,41236,111150,24155896,331,5485,16613,61523,2994040,187997,3165,278627,1861,19724767,2475,3184898,0,1717,0,5193,2537,721
1875,33306245,2098967,47904,45534,246859,391132,7350129,2425,12250,9203,39572,3591755,74589,37358,1484598,13170,17282289,391,3540159,0,1307,0,5090,1860,523
1876,33368199,7361717,77059,23875,79030,305476,8596951,1787,4340,7386,43467,3205990,109553,85071,7618676,13353,7919755,1682,2528675,1,1685,0,26261,20447,9613
1877,33930915,7367384,88712,24362,131587,436645,6951662,3524,22959,14288,38168,2626729,52326,86770,7376961,14728,7699853,1173,3220065,0,1294,2,10576,10650,1716
1878,30060270,6315640,75463,20856,114381,365463,7965982,1646,8417,15934,53951,2663584,149905,82463,7348415,12857,7615082,2163,3617188,0,6525,0,8165,3464,710
1879,27629628,6183133,75531,25238,57718,258776,7116255,1409,3031,20005,58563,4899096,205051,63574,6320715,7190,6510023,2421,3258281,0,2813,1,9970,12912,5826
1880,25842122,5380826,80208,24253,99251,330049,10310647,6065,12268,5415,9732,3084718,11216,82049,2380229,12594,12908705,241,2518412,0,54,0,18915,6242,1116
1881,29440784,3147020,70712,119245,280367,74820,21575584,383,1694,8445,44019,2787211,121414,14173,737348,4889,20852466,1899,1067081,0,1586,0,8198,4788,1519
1882,60035747,711200,20663,34829,73632,188827,21373878,973,22848,8344,28994,3897186,79510,37990,1897279,9831,18610410,1645,3428828,0,1646,2,7172,9473,4772
1883,61645779,476162,14594,30552,90675,370793,5789923,2652,13320,21455,75867,3218843,213150,90418,6403895,13318,6529307,340,3733803,0,1537,0,5920,4836,1154
1884,29447765,5016023,93750,106691,393746,193468,5921857,1046,1288,4110,26566,2440654,86189,84881,5049872,17248,5663521,2826,3116416,0,2372,2,4170,9826,2378
1885,36202844,7861526,97649,23515,88728,220016,6038710,1234,3390,3863,10458,2645996,29555,85875,6768616,11247,7095737,2386,5024383,0,5884,0,14563,9267,5474
1886,38836233,8441018,79389,15124,52911,425139,6139846,2016,11219,19958,51200,3032928,130494,85170,8589133,6178,8955147,125,3288340,0,801,0,5200,1433,721
1887,28657444,6236629,88156,51088,133786,294966,7803310,1580,3258,6804,19395,2095036,77303,83717,5338030,17554,5820854,780,3068237,0,745,0,10952,13136,2139
1888,45620275,518545,15919,43350,120217,144780,17189316,1390,7831,4748,12376,2677707,20118,32209,2556630,6157,12228734,4629,3101298,0,2844,0,8922,5219,1487
1889,67155338,461407,9602,39898,181060,59482,22494289,40,1385,15895,61772,2686915,278389,2669,337805,1706,24695006,1093,3544923,0,1681,1,10663,7628,5052
1890,33275683,5854220,119550,45496,294800,279214,9903462,3778,7633,10899,46244,1652092,173431,48178,1918545,13148,11236982,2240,3132443,1,1738,23,9369,15244,5664
1891,36666340,7901770,83178,13294,86347,526809,5233076,3810,30659,4820,34667,3681898,115840,42165,2960179,7268,3255533,448,2606430,0,1088,0,9206,3716,1679
1892,40534814,7846628,82801,80592,210491,344886,6865582,2004,5834,5432,37292,3499406,110689,88202,7600321,15191,8176614,1398,2181649,0,1053,0,5024,13200,2769
1893,31038543,6642873,92563,21438,150099,307759,7325821,1337,3906,3732,14250,3251536,33876,71636,7109853,10088,7514566,2369,2756922,0,1906,0,4112,3175,1130
1894,33936439,7199226,70778,11717,64741,267661,4909758,1251,6454,10377,33128,2760152,91027,56036,6097377,4753,6393399,244,2745305,0,42,0,9891,18854,3928
1895,44834410,2418027,29813,41315,130501,142887,15799594,1519,8344,7122,31262,2242882,77592,46497,2926109,13507,11446096,1927,3086259,5,2769,0,3435,745,622
1896,66617974,338831,2805,25770,53558,180362,20479848,602,21396,4988,37609,3003508,112151,3190,299841,1645,21478547,3190,3315770,0,3345,0,10573,5691,1440
1897,44636093,5913722,72489,28709,196587,288928,13770838,1240,8566,5622,39936,3977783,92314,60802,1560084,18809,15478664,464,4152082,0,1716,0,11912,6046,1937
1898,31875310,6876021,84208,14126,136095,321893,8763677,1909,3936,13766,62877,3554176,201962,92296,7404305,16226,7978196,5237,3376080,0,4022,0,6833,15769,6796
1899,38463541,8638648,76407,16813,71388,532605,7420330,1944,13023,18617,61711,4633977,290213,76174,8602085,7221,9028331,906,2502189,0,1354,1,4616,4387,1708
1900,45073426,6832047,107168,57428,123349,438318,14613478,11944,13679,31282,64915,6863163,271872,87259,6953749,9456,10422470,2140,2804645,0,2704,0,15860,15309,8452
1901,45627235,5558050,126336,97384,187211,391181,9673295,4351,5170,18924,55871,3942363,123785,144050,3485274,19032,11039667,2023,3033238,0,334,3,32865,16775,6041
1902,39869869,8781443,87628,12248,63593,457603,6528257,3039,18395,11204,18020,4309989,51648,92756,6473524,10625,9708899,1388,2472029,0,976,1,5665,19669,6225
1903,52460123,2065047,53991,138403,320321,366646,8254491,4908,10230,4983,14343,2694004,30975,14860,833603,1114,27621028,2265,3555974,0,2573,0,20551,5639,1485
1904,61903962,321094,2681,24595,51754,202484,22900538,4425,6383,12262,61455,3290711,237443,32146,1768029,9586,19202316,603,2886836,0,1708,0,9465,2934,1246
1905,36883624,1841649,58027,46831,198460,169132,22046310,835,21256,5447,27615,4191560,67898,90425,8088759,13129,8533732,1391,2901050,4,1230,0,5439,16234,3742
1906,37571996,8666291,88100,13936,74657,332950,6762255,1763,11846,4765,20389,4356500,42479,76125,7149011,9080,7471822,1003,5929928,18,9544,8,12087,8537,4089
1907,35630339,7563312,81301,11775,71465,359604,8179807,1596,5074,10923,62069,2848234,186456,82256,6171650,13489,6876129,1996,5312949,10,6790,0,4321,11155,1720
1908,32175503,5703243,90975,87318,373668,385282,9192805,1847,5670,4179,30721,4116396,62745,76649,6515474,14936,6915219,2475,5151397,0,8380,0,3479,600,482
1909,33836200,7266948,78379,10790,66472,407416,9159183,1438,7588,15095,37112,4810432,102321,72553,6994501,8286,7366621,2178,2971399,0,1253,3,17086,12030,6093
1910,35987428,8026569,81831,11229,35952,370019,7657636,3757,11631,7886,20952,2665166,25197,40690,1789918,5625,21054381,1442,3590999,1,1654,0,16935,5248,1391
1911,39057353,3941939,61882,86823,280547,266330,16355585,4052,7236,4756,41247,2702217,136986,2596,350296,1833,25511957,2136,3666601,0,1347,1,4280,2024,593
1912,57434347,293993,3257,22092,51209,43944,22425391,10,253,3130,30563,2849623,65735,92736,5671532,19998,7918368,1072,3603444,0,1929,0,4330,16133,5031
1913,51604148,730378,36380,39696,162658,310259,13062280,3066,9695,4563,50577,2557082,151693,55026,4650409,9640,4839873,876,3002302,5,1536,0,4180,4176,1090
1914,40780442,7867732,101344,66948,211181,607460,7935106,2638,30584,3345,16217,2958727,53156,71756,4956301,12633,5308736,2716,3499634,0,1057,0,13273,9442,2666
1915,24786366,5573594,65663,12506,69894,353474,8798171,1345,3213,3116,32729,3460708,89185,58118,5697301,6339,5923450,3801,3883438,0,5276,0,4525,11298,2010
1916,34791588,7275356,82860,11509,86390,406778,8154244,1828,8835,20638,75143,3528756,177655,87830,6263373,12532,6892449,1052,4040969,0,3537,0,4448,3168,1081
1917,24774032,5647707,72430,23345,126058,530978,9848785,6867,16087,12418,28504,4926917,126032,85951,5806537,10716,7121738,225,2455494,0,39,2,13798,12957,5222
1918,27109735,5689762,58108,7945,55291,127966,20187356,1923,4015,5252,13488,2671581,24160,56892,1374065,2789,22141513,2213,3369513,0,2296,0,12533,5377,1030
1919,47828496,1961733,82872,79923,254267,183719,21988367,502,16186,4805,34370,3572514,109236,3572,335934,2078,24091073,564,4272836,0,1445,1,8272,4928,1335
1920,47306592,288972,6568,23644,73862,349830,10380597,1929,8908,7187,47084,3742607,152187,88537,6279324,17337,8538360,1257,4020851,0,1769,0,7921,20019,4724
1921,48946495,780859,36637,36627,181288,356699,9111250,1536,3147,20002,85073,3982095,311534,90971,6160325,17720,6945387,1167,3534702,1,1582,0,7685,2797,1260
1922,39759624,8969245,98322,22620,125029,474847,6851915,2194,10072,13675,69603,3773601,317245,76440,7525593,10275,7911347,1434,3099330,0,928,1,18849,7422,9200
1923,39172587,7204488,75045,53786,150384,290848,6333411,1489,4037,4277,22260,3688609,50811,95604,7430335,16951,8083479,2756,5506882,0,5717,0,10297,13993,2449
1924,32959410,7149065,84907,11613,102180,334704,4842749,1307,21789,25594,67059,5347459,166139,65542,5971604,6429,6330031,2197,2697925,0,507,0,5908,9894,3163
1925,36254850,5005720,78263,65232,175962,296716,7374260,1290,3071,4893,14094,3216326,34224,72098,3415784,6852,11197866,1591,2383357,0,919,2,27185,10679,2347
1926,57843742,665990,15472,35623,73530,384164,14641453,9212,17634,9138,38506,2624159,145336,6401,358349,2201,20686719,748,4296323,0,1358,0,3829,1741,563
1927,57306335,380754,8951,25884,58655,58804,21091958,53,1492,12843,52731,3223831,155235,16549,502529,7519,19254063,1260,3973209,0,2165,1,8071,17494,6187
1928,29073152,5800170,89032,47282,279694,172581,16121903,852,6715,5813,43324,3855809,110320,94512,7191613,21091,7703663,1950,3625312,0,1762,3,27646,19423,6831
1929,33717932,7359075,90632,13665,130173,400492,7777149,1748,4394,3881,26113,3391874,53766,93000,7732645,14441,8203775,569,2650904,0,1137,0,35868,8455,2887
1930,29866007,6033200,105404,60529,160451,231073,3641730,973,7775,11758,42513,1833773,160557,71120,6708481,8171,7032902,2627,4871516,0,8078,0,16477,3706,1241
1931,9290262,1660292,77666,57568,145472,303323,7192045,1137,3396,15555,46581,1235133,195596,72780,5583964,13273,5972513,36,2881362,0,4,0,20839,20062,4441
1932,22100802,1069619,24799,47120,189759,187173,11981569,1576,9495,4367,11882,2965323,30875,93265,7105793,15749,7725424,1792,2464648,0,1672,0,12038,4002,1227
1933,49034808,677796,13415,82572,185775,44116,22435968,14,778,11021,37890,2972118,113930,39593,3700436,5196,17334171,2787,4788731,0,3137,0,13378,4864,1124
1934,59822245,552272,16617,25554,107967,280172,15534592,1500,10589,20297,73058,2245658,284969,3331,333810,2009,24218147,1112,3552296,0,1684,0,10741,3636,1074
1935,23476702,4812810,159668,183581,440570,339603,4885881,1262,19460,26582,69438,2415546,144007,93094,2491724,12897,8601752,436,4243146,0,1313,0,7235,13271,4782
1936,20465280,4042574,72759,128172,338274,360241,6763575,1480,8084,18675,45366,4044327,92321,127587,2624624,18091,3368853,2654,3702697,0,1358,0,24217,14481,3654
1937,34500680,5877330,70807,118311,284114,411759,7800728,1874,9219,18398,36294,4256631,63148,89947,3625192,15598,4838132,2990,3304506,0,4454,2,23498,9550,4052
1938,32727975,7539310,67298,79543,146343,210248,6153478,820,1522,22610,63004,3752533,136810,98466,2805607,26396,3473459,2420,2966772,0,2401,0,16730,1374,694
